cus_id,cus_name,product_id,product_description,unit_id,zone,aisle,rack,level,on_hand,marked,available
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",109698,East , E03 ,30, D4 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108881,East , E03 ,31, C2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108880,East , E03 ,31, C3 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108879,East , E03 ,31, C4 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",109697,East , E03 ,32, D1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",109696,East , E03 ,32, D2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",109695,East , E03 ,32, D3 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",109694,East , E03 ,32, D4 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108023,East , E03 ,39, A4 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108300,East , E03 ,40, C1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",108301,East , E03 ,40, C2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",109566,East , E03 ,42, B2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",109565,East , E03 ,42, B4 ,300,0,300
