cus_id,cus_name,product_id,product_description,zone,aisle,rack,level,on_hand,marked,available
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 09 , C2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 10 , A1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 10 , A3 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 13 , C4 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 15 , C2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 16 , C4 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 16 , D3 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 17 , C4 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 18 , A1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 19 , C3 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 20 , C4 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 25 , A3 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 26 , A4 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 27 , A4 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 27 , C1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 28 , A1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 28 , A3 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 29 , A4 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 30 , B1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 31 , A3 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 33 , B2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 36 , A3 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 37 , B2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 38 , B2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 38 , C2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 38 , D1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 39 , C1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 39 , C2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 40 , D1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 40 , D2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 40 , D3 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 41 , C3 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E04 , 43 , B1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E05 , 05 , C2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E05 , 06 , D1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E05 , 14 , D2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E05 , 16 , B2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E05 , 18 , C2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E05 , 19 , C1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E05 , 26 , C1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E05 , 27 , B2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E05 , 28 , B1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E05 , 28 , B2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E05 , 31 , E2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E05 , 32 , E1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E05 , 33 , E2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E05 , 34 , E2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E05 , 36 , B2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E05 , 37 , B2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E05 , 37 , E2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E05 , 41 , E2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E05 , 42 , E1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E06 , 03 , C2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E06 , 04 , E1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E06 , 09 , E2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E06 , 16 , C1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E06 , 16 , C2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E06 , 18 , C1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E06 , 18 , C2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E06 , 19 , C1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",East , E06 , 19 , E2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",STG , STG , STG , 96 ,200,0,0
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 01 , 07 , A2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 01 , 15 , A2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 02 , 02 , A2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 03 , 08 , B3 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 03 , 14 , B1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 03 , 29 , A2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 04 , 10 , D1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 04 , 10 , D2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 04 , 19 , B2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 04 , 23 , B2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 04 , 34 , A1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 04 , 36 , A2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 04 , 38 , A2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 04 , 45 , A1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 05 , 11 , D3 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 05 , 15 , D2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 05 , 30 , B1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 05 , 30 , C2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 05 , 30 , D1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 05 , 31 , C1 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 05 , 31 , C2 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 05 , 31 , C3 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 06 , 01 , B4 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 06 , 03 , B4 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 06 , 03 , D4 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 06 , 05 , C3 ,300,0,300
  CUS529 , Resideo,WV8840C1406/P,"NG, 1.5” BRACKET, 4.0” W.C., TEMPERATURE ",West , 07 , 17 , A3 ,300,0,300
